family	building	place	element	value_original	unit_original	value_m	parse	source	confidence	quote
viollet_general	Construction -- Voutes		Isolated monolithic chapel columns, Notre-Dame de Chalons-sur-Marne ambulatory chapels (late 12c)	0.30	m (max)	0.300	m (qualified)	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		Les colonnes isolées des chapelles sont des monolithes de 0,30 c. de diamètre au plus
viollet_general	Construction -- Voutes		Slender monostyle columns A, hemicycle of Saint-Leu-d'Esserent (c.1190)	0.50	m	0.500	m	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		Les deux colonnes A n’ont que 0,50 c. de diamètre
viollet_general	Construction -- Voutes		Stout monostyle columns B, hemicycle of Saint-Leu-d'Esserent (c.1190)	0.85	m (approx)	0.850	m (qualified)	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		celles B 0,85 c. environ
viollet_general	Construction -- Voutes		Rib voussoir bounding section, mid-12c, small vaults	0.22	m	0.220	m	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		les claveaux des arcs sont généralement compris dans une section carrée C, de huit pouces (0,22 c.)
viollet_general	Construction -- Voutes		Rib voussoir bounding section, mid-12c, medium vaults	0.33	m	0.330	m	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		à un pied ou dix-huit pouces de côté (0,33 c. et 0,50 c.), suivant la largeur de la voûte
viollet_general	Construction -- Voutes		Rib voussoir bounding section, mid-12c, large vaults	0.50	m	0.500	m	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		dix-huit pouces de côté (… 0,50 c.), suivant la largeur de la voûte
viollet_general	Construction -- Voutes		Web rubble (moellon) unit width - the setting-out standard XX'	0.08 to 0.15	m	0.115	m [range midpoint]	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		Supposons que le moellon maniable, qu’un maçon peut facilement poser à la main, ait la largeur XX′ (largeur qui varie de 0,08 c. à 0,15 c. dans ces sortes de constructions)
viollet_general	Construction -- Voutes		Web (remplissage) thickness, large late-12c Gothic vaults	0.10 to 0.12	m	0.110	m [range midpoint]	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		beaucoup de remplissages de grandes voûtes gothiques, surtout à la fin du XII e siècle, n’ont pas plus de 0,10 c. à 0,12 c. d’épaisseur
viollet_general	Construction -- Voutes		Web thickness, high vaults of Notre-Dame de Paris	0.10	m (max)	0.100	m (qualified)	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		Les remplissages des grandes voûtes de la cathédrale de Paris n’ont pas plus de 0,10 c. d’épaisseur.
viollet_general	Construction -- Voutes		Rise (fleche) of the ridge line from diagonal crown to wall-arch crown - the worked example the master calls out to the mason [[EXAMPLE VALUE, EXPLICITLY: 'Le constructeur dit, PAR EXEMPLE : la ligne CK ... aura 0,50 c. de fleche'. It is the only ridge rise Viollet quantifies, but it is not a constant.]]	0.50	m	0.500	m	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		Le constructeur dit, par exemple : la ligne CK, réunissant la clef des arcs ogives à la clef des formerets, aura 0,50 c. de flèche
viollet_general	Construction -- Voutes		Cerce board thickness	0.04	m (approx)	0.040	m (qualified)	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		Chacune des cerces, coupées dans une planche de 0,04 c. environ d’épaisseur, porte au milieu une rainure évidée
viollet_general	Worked example, fig. 49 ter		HYPOTHETICAL WORKED EXAMPLE, not a measured building - window head height on face AB of an irregular hall	10.00	m	10.000	m	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		Il s’agit de prendre sur la face AB un jour à 10 m ,00 de hauteur
viollet_general	Worked example, fig. 49 ter		HYPOTHETICAL WORKED EXAMPLE, not a measured building - max wall-arch crown height on faces BC and AD	6.00	m	6.000	m	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		de ne pas élever les clefs des formerets sur les faces BC et AD à plus de 6 m ,00
viollet_general	Worked example, fig. 49 ter		HYPOTHETICAL WORKED EXAMPLE, not a measured building - max wall-arch crown height on face CD	4.00	m	4.000	m	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		et la clef du formeret sur la face CD à plus de 4 m ,00
viollet_general	Worked example, fig. 49 ter		HYPOTHETICAL WORKED EXAMPLE, not a measured building - length of face CD	8.00	m	8.000	m	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		le côté CD ayant 8 m ,00 de long, sur cette face CD nous tracerons un formeret plein cintre dont la naissance sera posée sur le sol même
viollet_general	Validity limit of the 16th-century abutment rule		pier height	<= 1.5 x arch span	ratio		non-length (ratio)	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		les arcs sont montés sur des pieds-droits d’une hauteur égale pour ces arcs différents et qui n’ont pas plus d’une fois et demie le diamètre ou la base de ces arcs
viollet_general	Construction -- Voutes		Wall-zone fraction of a web cell built as plain walling, unsupported [[LOWER BOUND, NOT A CENTRAL VALUE: the text is 'il monte AU MOINS un tiers de chacun des cotes de son remplissage comme un mur'.]]	~1/3	fraction of each side		unparsed	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		il monte au moins un tiers de chacun des côtés de son remplissage comme un mur … Mais au delà du premier tiers, ou environ, il faut l’aide d’une cerce
viollet_general	Construction -- Voutes		Rise ordering constraint for a square bay with an intermediate transverse arch (fig. 55)	rise(intersecting doubleau) = R(ogive) > rise(principal doubleau) > rise(formeret incl. stilting)	relation		unparsed	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		l’arc ogive étant plein cintre, l’arc doubleau d’intersection doit avoir une flèche CH égale au rayon CI ; que, dans les cas ordinaires, l’arc doubleau principal doit avoir une flèche JG moins longue que le rayon CI, et que l’arc formeret doit avoir, y compris sa naissance relevée, une flèche KF moins longue que celle de l’arc doubleau principal
viollet_general	Construction -- Voutes		Radius rule for an oblong bay	R(diagonal) = R(transverse) = 0.5 x bay diagonal	relation		unparsed	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		reportant le demi-diamètre AD sur la ligne de base de l’arc doubleau AE, nous obtenons en F le centre de l’une des branches de l’arc doubleau, et nous traçons l’arc AG, qui possède le même rayon que l’arc ABC
viollet_general	Construction -- Voutes		Roman/Romanesque barrel vault thickness if built conventionally (article Voute, fig. 1)	0.40 to 0.50	m	0.450	m [range midpoint]	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		si, à partir du niveau N, les maçons avaient dû bander une voûte de 0 m ,40 à 0 m ,50 d’épaisseur en briques ou moellons par le procédé ordinaire
viollet_general	Construction -- Voutes		Sag of a very large timber centering over 3-4 months (article Voute)	0.50	m at the crown	0.500	m (qualified)	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		un cintrage de cette importance s’affaisserait peut-être de 0 m ,50 à son sommet au bout de trois ou quatre mois
viollet_general	Pantheon, Rome		vault thickness near the lunette (article Voute)	1.50	m (min)	1.500	m (qualified)	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		l’épaisseur de la voûte, qui, près de la lunette, n’a pas moins de 1 m ,50
viollet_general	Construction -- Voutes		Hemispherical vault thickness at the nerves (article Voute)	~0.50	m	0.500	m	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		une voûte hémisphérique de cette étendue, d’une épaisseur de 0 m ,50 environ, au droit des nerfs
viollet_general	Pantheon of Agrippa		dome diameter (article Voute, footnote)	43.36	m	43.360	m	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		La voûte du Panthéon d’Agrippa a 43 mètres 36 centimètres de diamètre.
viollet_general	Amiens cathedral		transept crossing vault, pier axis to pier axis (article Voute)	14.40	m (average)	14.400	m (qualified)	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		Cette voûte carrée, qui porte 14 m ,40 en moyenne d’axe en axe des piliers
viollet_general	Construction -- Voutes		Basilica of Chagga (2nd-3rd c AD): bay spacing, pier axis to axis (article Voute)	2.50	m (average)	2.500	m (qualified)	Construction -- Voutes, Viollet-le-Duc, Dictionnaire raisonne		Les travées de cette basilique sont étroites (2 m ,50 d’axe en axe des piles, en moyenne)
viollet_general	Grille of Maximilian I tomb (fragment, fig. 44)		thickness of the beaten-iron skin over the core (ame)	0.001-0.002	m	0.002	m [range midpoint]	Serrurerie, Viollet-le-Duc, Dictionnaire raisonne (recovered from verification; the serrurerie reader delivered no findings file)		Bien que celui-ci n'ait qu'une epaisseur de 1 ou 2 millimetres au plus, il adhere parfaitement a cette ame sur toute sa surface
viollet_general	Beaten-iron ornament (fig. 18)		thickness of each of the two laminae of fer battu	0.002	m (approx.)	0.002	m (qualified)	Serrurerie, Viollet-le-Duc, Dictionnaire raisonne (recovered from verification; the serrurerie reader delivered no findings file)		Deux lames de fer battu de 0 m ,002 d'epaisseur environ
viollet_general	Penture (hinge strap), fig. 17		flat bar stock: width x thickness	0.09 x 0.009	m (max)	0.090	pair max (m)	Serrurerie, Viollet-le-Duc, Dictionnaire raisonne (recovered from verification; the serrurerie reader delivered no findings file)		une simple barre de fer plat de 0 m ,09 de largeur sur 0 m ,009 d'epaisseur au plus
viollet_general	Penture (hinge strap)		strap section: thickness at the edges vs at the centre	0.005 / 0.008	m	0.005	first number, unit column (m)	Serrurerie, Viollet-le-Duc, Dictionnaire raisonne (recovered from verification; the serrurerie reader delivered no findings file)		les bords n'ont que 5 millimetres, et le milieu 8 millimetres
viollet_general	Grille		angle irons (fers d'angle)	0.022	m	0.022	m	Serrurerie, Viollet-le-Duc, Dictionnaire raisonne (recovered from verification; the serrurerie reader delivered no findings file)		Les fers d'angle ont 22 millimetres
viollet_general	Angers door (fig. 26)		width and depth of the door rebate (feuillure) housing the lock	0.05	m	0.050	m	Serrurerie, Viollet-le-Duc, Dictionnaire raisonne (recovered from verification; the serrurerie reader delivered no findings file)		cette feuillure etant large et profonde (0 m ,05, voyez en a )
viollet_general	Great gate leaves fitted with rack bolts (fig. 34)		height of the leaf	4 to 5	m	4.500	m [range midpoint]	Serrurerie, Viollet-le-Duc, Dictionnaire raisonne (recovered from verification; the serrurerie reader delivered no findings file)		d'une hauteur de 4 a 5 metres
buttress			buttress_taper_top_over_bottom	5/11	ratio (0.4545)		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) Table IV p.216	stated-explicitly	Depth at top = 5/11 of depth at bottom — a trapezoidal diminished buttress. Exact authored rule, directly implementable.
buttress			buttress_height_datum	to the keystone of the vault	—		unparsed	ibid. Table IV p.216	stated-explicitly	Height of buttress is taken to the keystone of the vault. Defines what t measures.
buttress			stability_criterion	resultant at border of kern	—		unparsed	ibid. Table V note p.217	stated-explicitly	Resultant at edge causes overthrow! Resultant at border of kern ensures safety of buttress, if pressure at edge is not too great. = middle-third rule as the buttress-sizing test.
buttress			vault_A_plan	4 x 4	m (16 sq m)	4.000	pair max (m)	ibid. Table IV p.216	measured-table	Smaller tabulated vault bay.
buttress			vault_B_plan	8 x 8	m (64 sq m)	8.000	pair max (m)	ibid. Table V p.217	measured-table	Larger tabulated vault bay.
buttress			rise_class_low_u_over_span	0.40	ratio		non-length (ratio)	ibid. Tables IV+V	derived-verified	"Labelled ""Rise 1/2"". u=1.60m at 4m span; u=3.30m at 8m span. Both give u/span 0.40-0.41."
buttress			rise_class_mid_u_over_span	0.55	ratio		non-length (ratio)	ibid. Tables IV+V	derived-verified	"Labelled ""Rise 2/3"". u=2.20m at 4m span; u=4.50m at 8m span."
buttress			rise_class_high_u_over_span	0.70	ratio		non-length (ratio)	ibid. Tables IV+V	derived-verified	"Labelled ""Rise 5/6"". u=2.80m at 4m span; u=5.70m at 8m span."
buttress			vault_rise_scales_with_span	linear	—		unparsed	ibid. Tables IV+V	derived-verified	Rise u doubles when span doubles (1.60/2.20/2.80 -> 3.30/4.50/5.70, all x2.03-2.05). Vault geometry is similar across sizes; only the buttress is not.
buttress			buttress_height_classes_vault_A	5, 10, infinite	m	5.000	first number, unit column (m)	ibid. Table IV p.216	measured-table	Tabulated buttress heights t for the 4x4 m vault.
buttress			buttress_height_classes_vault_B	10, 20, infinite	m	10.000	first number, unit column (m)	ibid. Table V p.217	measured-table	Tabulated buttress heights t for the 8x8 m vault.
buttress			buttress_depth_range_vault_A	0.50 - 3.15	m at bottom	1.825	m (qualified) [range midpoint]	ibid. Table IV p.216	measured-table	Full spread across rise class, buttress height and load column, 4x4 m vault.
buttress			buttress_depth_range_vault_B	0.88 - 5.25	m at bottom	3.065	m (qualified) [range midpoint]	ibid. Table V p.217	measured-table	Full spread across rise class, buttress height and load column, 8x8 m vault.
buttress			buttress_depth_span_scaling	1.2 - 1.6	x per 2x span		unparsed	ibid. Tables IV+V	derived-approximate	Matched cells (row a, t=10 m block): rise-mid 1.00->1.60, rise-high 0.90->1.40, rise-low 1.15->1.40. SUB-LINEAR in span. Column alignment on the rise-low row is uncertain; treat as indicative.
buttress			buttress_depth_vs_rise	shallower as rise increases	—		unparsed	ibid. Tables IV+V	measured-table	At fixed span and height, a steeper (higher-rise) vault needs LESS buttress depth. 4x4 m, row a, t=10 m: 1.15 (rise-low) / 1.00 (mid) / 0.90 (high).
buttress			overturning_check_points	footing, each widening, each abrupt recession of cross-section	—		unparsed	ibid. p.195	stated-explicitly	Why real Gothic abutment is stepped: every recession is a checked pivot.
buttress			leaf_to_printed_page_formula	leaf = 2 x printed_page + 5	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) vol 1 scan	derived-verified	Verified on four anchors (p.158/leaf321, p.195/leaf395, p.216/leaf437, p.217/leaf439). Every printed page has a recto scan PLUS a mirror-ghost scan, hence the factor 2. Supersedes the +200 offset guessed in cycle 3.
buttress			table_II_subject	Thickness of straight abutment wall	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) Table II p.212	stated-explicitly	printed p.212. The WALL counterpart to Table IV's buttress depth — this is the 'thickness of walls' the preface promised. Thickness given in metres.
buttress			abutment_wall_opening_assumption	half the wall length is window opening	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) Table II p.212	stated-explicitly	Table II header: 'Length half occupied by openings.' A Gothic abutment wall is sized ASSUMING 50 percent of its length is pierced. Baked into every value in the table.
buttress			wall_height_datum	to the keystone of the vault	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) Table II p.212	stated-explicitly	Same datum as the buttress table — height is measured to the vault keystone, not to the eaves.
buttress			rise_class_1_8_vault_A_u	0.60	m	0.600	m	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) Tables II/IV	measured-table	Rise class labelled '1/8' for the 4x4 m vault. Five classes now known (Tables II and IV together), where cycle 4 saw only three.
buttress			rise_class_1_3_vault_A_u	1.25	m	1.250	m	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) Tables II/IV	measured-table	Rise class labelled '1/3' for the 4x4 m vault. Five classes now known (Tables II and IV together), where cycle 4 saw only three.
buttress			rise_class_1_2_vault_A_u	1.60	m	1.600	m	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) Tables II/IV	measured-table	Rise class labelled '1/2' for the 4x4 m vault. Five classes now known (Tables II and IV together), where cycle 4 saw only three.
buttress			rise_class_2_3_vault_A_u	2.20	m	2.200	m	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) Tables II/IV	measured-table	Rise class labelled '2/3' for the 4x4 m vault. Five classes now known (Tables II and IV together), where cycle 4 saw only three.
buttress			rise_class_5_6_vault_A_u	2.80	m	2.800	m	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) Tables II/IV	measured-table	Rise class labelled '5/6' for the 4x4 m vault. Five classes now known (Tables II and IV together), where cycle 4 saw only three.
buttress			wall_thickness_range_vault_A	0.35 - 4.55	m	2.450	m [range midpoint]	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) Table II p.212	measured-table	Full spread across rise class, wall height and load column for the 4x4 m vault. The 4.55 m extreme is rise 1/8 at infinite height.
buttress			flatter_vault_needs_thicker_wall	~3x	factor		non-length (factor)	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) Table II p.212	derived-verified	KEY COUPLING: at matched height and column, wall thickness falls from ~1.00 m (rise 1/8) to ~0.35 m (rise 2/3) — a factor near 3. Confirms and greatly widens cycle 4's 'steeper vault needs shallower buttress'. This is the structural reason Gothic went steep: raising the vault buys back wall mass.
buttress			table_row_letters_a_to_f	sub-cases within a rise class	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) Tables II-V	UNRESOLVED	Rise classes I-III print only rows a, d, f while class IV prints a-f, so a-f are sub-cases WITHIN a rise class (not vault types as cycle 4 speculated). Most likely load variants. Legend still not located.
buttress			rise_label_semantics	label does NOT equal u/span	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) Tables II/IV	UNRESOLVED	u/span for the five classes = 0.15, 0.31, 0.40, 0.55, 0.70 against labels 0.125, 0.333, 0.5, 0.667, 0.833 — no single constant factor, so cycle 4's 'labels are nominal, use 0.40/0.55/0.70' is correct as DATA for three classes but the underlying definition of 'rise' is unresolved. Use the tabulated (label, u) pairs; do not compute from the label.
buttress			table_row_a_kind_of_vault	1/2 porous brick vault	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.211	stated-explicitly	RESOLVED. Rows a-f are 'kind of vault' = the WEB construction, a ladder of increasing dead weight from a half-brick porous web (a) to a brick vault carrying filling and a floor above (f). Explains why depth grows down the rows, and why rise classes I-III print only a/d/f (three representative weights) while class IV prints all six.
buttress			table_row_b_kind_of_vault	1/2 hard or 3/4 porous brick	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.211	stated-explicitly	RESOLVED. Rows a-f are 'kind of vault' = the WEB construction, a ladder of increasing dead weight from a half-brick porous web (a) to a brick vault carrying filling and a floor above (f). Explains why depth grows down the rows, and why rise classes I-III print only a/d/f (three representative weights) while class IV prints all six.
buttress			table_row_c_kind_of_vault	3/4 hard or 1 porous brick	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.211	stated-explicitly	RESOLVED. Rows a-f are 'kind of vault' = the WEB construction, a ladder of increasing dead weight from a half-brick porous web (a) to a brick vault carrying filling and a floor above (f). Explains why depth grows down the rows, and why rise classes I-III print only a/d/f (three representative weights) while class IV prints all six.
buttress			table_row_d_kind_of_vault	1 brick or 20 cm sandstone	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.211	stated-explicitly	RESOLVED. Rows a-f are 'kind of vault' = the WEB construction, a ladder of increasing dead weight from a half-brick porous web (a) to a brick vault carrying filling and a floor above (f). Explains why depth grows down the rows, and why rise classes I-III print only a/d/f (three representative weights) while class IV prints all six.
buttress			table_row_e_kind_of_vault	30 cm rubble vault	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.211	stated-explicitly	RESOLVED. Rows a-f are 'kind of vault' = the WEB construction, a ladder of increasing dead weight from a half-brick porous web (a) to a brick vault carrying filling and a floor above (f). Explains why depth grows down the rows, and why rise classes I-III print only a/d/f (three representative weights) while class IV prints all six.
buttress			table_row_f_kind_of_vault	brick vault with filling and floor above	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.211	stated-explicitly	RESOLVED. Rows a-f are 'kind of vault' = the WEB construction, a ladder of increasing dead weight from a half-brick porous web (a) to a brick vault carrying filling and a floor above (f). Explains why depth grows down the rows, and why rise classes I-III print only a/d/f (three representative weights) while class IV prints all six.
buttress			table_columns_scheme	material x stability criterion	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.211	partly-verified	"Columns A'/A""/B'/B"" pair a MATERIAL with a CRITERION. Definitively readable: B"" = brick, resultant at edge of KERN. The companion lines (cut stone / sandstone, resultant at edge of SECTION vs kern) are legible only in mirror show-through and are NOT confirmed — do not rely on the A'/A""/B' assignments."
buttress			tables_II_III_IV_subjects	II continuous walls; III vertical buttresses; IV buttresses diminished upwards	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.210	stated-explicitly	From 'Explanations of Tables II, III and IV': the depths are given 'for continuous walls as well as for vertical buttresses and those diminished upwards'. Matches the titles read in cycles 4 and 9.
buttress			table_I_is_the_source	weights and thrusts, printed p.135	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.210	stated-explicitly	Tables II-IV are COMPUTED from the weights and thrusts of Table I (p.135 = leaf 275 by the leaf formula). Table I is the primary data; the rest is derived.
buttress			table_axes	rise, kind of vault, span, height of the resistance	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.210	stated-explicitly	The author states the tables exist to 'give a clear view of the great variation of depths according to rise, kind of vault, span and height of the resistance to the vault' — the four axes, confirmed in the author's own words.
buttress			tables_are_preliminary_only	preliminary value only	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.210	stated-explicitly	Author's own caveat: the tables 'afford a preliminary value only for the designer' and do not replace case-by-case work with the line of support. Use as plausible defaults, not as truth.
buttress			wind_load_excluded	tables exclude wind; add a little for high roofs	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.210	stated-explicitly	'They give only the depths required by the vaults... the perhaps existing wind pressure against high roofs may make advisable a relatively small addition to the depth of the abutment.' So a tall-roofed building gets a modest abutment bonus over the tabulated value.
buttress			pier_width_reduction_rule	reduce tabulated pier width by 10-20 percent	percent		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.211	ghost-read	If window openings do NOT run buttress-to-buttress but a solid pier of wall remains each side, the widths of pier in Tables III and IV reduce by 10-20 per cent. Complements the 'length half occupied by openings' assumption of Table II. Read from mirror show-through — treat as indicative.
buttress			max_compression_ladder	0-4, 4-7, 7-11, 11-14, 14-21, 21-70	kg per sq cm		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.211	ghost-read	A six-step 'magnitude of maximum compression' ladder, apparently keyed to the small figures prefixed to cells in Tables IV/V (the Table V note refers to 'the prefixed figures'). Read from mirror show-through — the band edges need confirmation on a readable copy.
buttress			solution_method	cubic solved by Cardan's formula or repeated trial	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.210	stated-explicitly	The abutment depth follows from an equation of moments that reduces to a cubic; solved by Cardan or, more simply, by iterating a guess for x. An alternative criterion is offered: assume the resultant crosses at x/2 from the middle, or about 0.30 m from the outer edge.
buttress			leaf_formula_caveat	valid only in odd-readable regions	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) vol 1 scan	CORRECTION	Cycle 9's `leaf = 2*printed + 5` is NOT globally valid. The readable/ghost PARITY FLIPS repeatedly through the volume — measured: leaves 160-239 odd-readable, 240-359 even-readable, 360-479 odd-readable, 480-519 even-readable (~every 120 leaves, consistent with binding gatherings). The formula held for every page verified in cycles 9-10 because all of those sat in odd-readable stretches. ALWAYS te
buttress			table_I_content	thrust of a vault as components H and V	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.194	stated-explicitly	printed p.194: 'When by calculation, construction or by Table I the thrust of a vault has been found, or which is the same, both its components H and V'. Confirms Table I tabulates horizontal thrust and vertical weight per half-vault.
buttress			table_I_location	cited as p.135; NOT located	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.210/p.194/p.208 etc	UNRESOLVED	Six separate cross-references all read 'Table I (p. 135)'. Volume 2 has essentially no Table I references, so it is in volume 1, but the leaf predicted by the formula (275) is prose - and that region is EVEN-readable, so the arithmetic was invalid there. Next step: read a page number off an even leaf in 240-359 to re-anchor, then jump.
buttress			sliding_criterion_soft_mortar	45-60	degrees		non-length (degrees)	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.194	stated-explicitly	Sliding of the abutment may occur with SOFT mortar if the angle between the direction of the pressure and the bed is LESS than 45-60 deg.
buttress			sliding_criterion_hard_mortar	30-45	degrees		non-length (degrees)	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.194	stated-explicitly	With HARDENED mortar sliding may occur if that angle is under 30-45 deg. So a harder mortar tolerates a shallower pressure-to-bed angle.
buttress			sliding_remedy	change the bed position; dowels are weaker	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.194	stated-explicitly	Slipping is prevented by re-orienting the bed (tilting the joint toward perpendicular to the thrust), 'or less effectively by dowels'.
buttress			damp_proof_course_hazard	soft pitchy isolating beds have slid whole masonry masses	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.194	stated-explicitly	Named construction hazard: do not form the damp-proof bed of soft pitchy material - 'this has already permitted the sliding of an entire mass of masonry'. Isolating beds only where compression acts almost perpendicular to the bed, and the isolating material must be neither too soft nor too smooth.
buttress			overturning_inequality	G1*a1 + G2*a2 + W2*n  >  W1*m	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.194	stated-explicitly	Safety against overturning: moments taken about the outer dangerous angle A; favourable rotation moments (force x lever arm) must exceed unfavourable. Overturning occurs most easily at the bottom of the foundation.
buttress			why_joints_are_radial	the radial joint plane satisfies the sliding criterion	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.158 + p.194	derived-verified	CAUSAL LINK between two pages: p.158 requires the joint plane be perpendicular to the diagonal groin's vertical plane (radial in section); p.194 shows sliding occurs when the pressure-to-bed angle drops below 30-60 deg. The radial joint exists to keep that angle steep. Vault coursing geometry is a CONSEQUENCE of the sliding limit, not an aesthetic choice.
buttress			table_ghosts_ocr_digits_better	find tables via high-digit GHOST leaves, read leaf +/- 1	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) vol 1 scan	derived-verified	RECIPE INVERSION: the actual table leaves 431/433/435/437/439 contain ZERO digits in their OCR, while their ghost neighbours 438/440/442/444 carry 150-470 digits each. Mirror show-through of a numeric table OCRs its figures far better than the table itself. So numeric tables are located by scanning for DIGIT-RICH GHOSTS, then reading the adjacent leaf.
buttress			numeric_table_census_vol1	only two clusters: leaf ~395 and leaves ~431-449	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) vol 1 scan	derived-verified	Whole-volume scan for digit-rich leaves found table clusters ONLY at leaf 395 (materials strength, printed p.195) and leaves 431-449 (Tables II-V plus the edge-pressure table). No numeric table exists anywhere in leaves 240-360.
buttress			table_I_absent_from_translation	not present as a table in vol 1	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) p.194/p.210 citations	NEGATIVE-RESULT	CLOSED. Six cross-references read 'Table I (p. 135)', but: (a) leaves 240-360 - where p.135 falls under either parity - are uniformly dense prose with no numeric table; (b) the volume-wide digit census finds no table cluster there; (c) volume 2 has essentially no Table I references. Most probable explanation: the 'p. 135' citations retain the GERMAN ORIGINAL's pagination, which the 1920 student ty
buttress			page_numbers_not_always_present	some leaves have no page number in the top margin	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) vol 1 scan	derived-verified	Leaves 274 and 300 begin body text at the very top with no page number, so page-number anchoring is not reliably available in this scan. Both also show readable text OVERLAID with its own mirror in the same band.
