ia_id	source	building	place	element	value	unit	value_m	leaf	printed_page	confidence	quote
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	St. Anthony's Hall, York (Blue-coat School), hall	York, Yorkshire	internal length	81 ft	ft	24.689	42	210	measured	the dimensions are 81 feet long by 27 wide, and on each side are aisles which also have good roofs, now parted off from the central hall.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	St. Anthony's Hall, York (Blue-coat School), hall	York, Yorkshire	internal width	27 ft	ft	8.230	42	210	measured	the dimensions are 81 feet long by 27 wide, and on each side are aisles which also have good roofs, now parted off from the central hall.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	St. Anthony's Hall, York (Blue-coat School), hall roof	York, Yorkshire	bay spacing (principal timbers / wooden arches)	about 8 ft	ft	2.438	42	210	author-estimate	they are about eight feet apart, and have angel corbels at the springing.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Wressel Castle, corner tower interior	Yorkshire	internal length x width (chamber footprint)	about 40 ft by 20 ft	ft	12.192	49		author-estimate	the rooms must have been of considerable size, as there is only one fireplace on each floor, and the space within the tower is about forty feet by twenty.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Tattershall Castle, great brick tower	Lincolnshire	height to top of battlement	116 ft	ft	35.357	77		measured	It is 116 feet high to the top of the battlement, and the staircase has 175 steps.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Tattershall Castle, great brick tower	Lincolnshire	wall thickness (main walls, containing passages and garderobes)	14 or 15 ft	ft	4.572	77		author-estimate	The walls are 14 or 15 feet thick, with passages and garderobes in them.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Tattershall Castle, great brick tower	Lincolnshire	external plan (square)	38 ft square	ft	11.582	77		measured	The external measurement is 38 feet square, the internal 22 feet in the clear.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Tattershall Castle, great brick tower	Lincolnshire	internal width in the clear	22 ft	ft	6.706	77		measured	The external measurement is 38 feet square, the internal 22 feet in the clear.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Tattershall Castle, great brick tower	Lincolnshire	storey count	four stories	stories		77		measured	The building is divided into four stories.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	St. Mary's Hall, Coventry, hall	Coventry, Warwickshire	internal length	63 ft	ft	19.202	92	240	measured	The dimensions of the hall are 63 feet long by 30 wide.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	St. Mary's Hall, Coventry, hall	Coventry, Warwickshire	internal width	30 ft	ft	9.144	92	240	measured	The dimensions of the hall are 63 feet long by 30 wide.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Warwick Castle, Guy's Tower	Warwick, Warwickshire	height (from the bank)	about 94 ft	ft	28.651	98		author-estimate	known as Guy's Tower. It rises from the bank to the height of about ninety-four feet, and, except the projecting base, has no moulding of any kind
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Warwick Castle, Guy's Tower	Warwick, Warwickshire	storey count (all groined, central chamber plus mural rooms)	five stories	stories		98		measured	It is divided into five stories, the whole of which are groined, and consist of one central apart- ment with smaller ones in the thickness of the wall.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Berkeley Castle, great cellar (under the hall range)	Gloucestershire	wall thickness (measured at the window reveals)	thirteen feet	ft		120		measured	the walls are immensely thick, measuring in the windows thir- teen feet. Leading out of this cellar, on the north side, is the wine cellar
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Wanswell Court, hall	Gloucestershire	internal length x width (hall, full height of the building)	about 25 ft by 22 ft	ft	7.620	136		author-estimate	whole height of the building, and is almost square, measuring about 25 feet by 22. It is lighted by two windows on the south side
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Wanswell Court, privee parlour (cut out of the hall)	Gloucestershire	internal length (second figure lost in OCR)	about 26 ft. by [blank]	ft	7.925	136	268	ocr-uncertain	This parlour, which is about 26 ft. by was furnished with a fireplace, now broken and mutilated, and has a double window of four lights occupying nearly the whole south end of the room.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Thetford Castle earthworks	Thetford, Norfolk	rampart height	about 20 ft	ft	6.096	173		author-estimate	the ramparts are about twenty feet high, and the foss from sixty to seventy feet wide.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Thetford Castle earthworks	Thetford, Norfolk	ditch (foss) width	sixty to seventy ft	ft		173		author-estimate	the ramparts are about twenty feet high, and the foss from sixty to seventy feet wide.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Freston Tower, near Ipswich	Suffolk	base plan (length x width)	not more than 10 ft by 12 ft	ft	3.048	174	294	author-estimate	it is of brick, six stories high, square, with polygonal corner-turrets, and the base is not more than ten feet by twelve.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Freston Tower, near Ipswich	Suffolk	storey count	six stories	stories		174	294	measured	it is of brick, six stories high, square, with polygonal corner-turrets, and the base is not more than ten feet by twelve.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Layer Marney House, gatehouse tower	Essex	height	70 ft	ft	21.336	191		measured	The most per- fect part is the gatehouse, a square tower with octagonal corner- turrets seventy feet high, and divided into eight stories
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Layer Marney House, gatehouse tower	Essex	storey count	eight stories	stories		191		measured	The most per- fect part is the gatehouse, a square tower with octagonal corner- turrets seventy feet high, and divided into eight stories
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	New Hall (Beaulieu), Boreham, great hall	Boreham, Essex	internal length	96 ft	ft	29.261	192		measured	the great hall is still standing, and is ninety-six feet long, fifty wide, and forty high.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	New Hall (Beaulieu), Boreham, great hall	Boreham, Essex	internal width	50 ft	ft	15.240	192		measured	the great hall is still standing, and is ninety-six feet long, fifty wide, and forty high.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	New Hall (Beaulieu), Boreham, great hall	Boreham, Essex	height (unqualified - probably to ridge, book does not say)	40 ft	ft	12.192	192		measured	the great hall is still standing, and is ninety-six feet long, fifty wide, and forty high.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Lambeth Palace, guard chamber	Lambeth, Surrey	internal length	56 ft	ft	17.069	211		measured	The guard chamber is a fine room, 56 feet long by 27 wide, with a good open timber- roof, and seems to have been part of the work of Chichele
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Lambeth Palace, guard chamber	Lambeth, Surrey	internal width	27 ft	ft	8.230	211		measured	The guard chamber is a fine room, 56 feet long by 27 wide, with a good open timber- roof, and seems to have been part of the work of Chichele
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Sutton Place, near Guildford, hall	near Guildford, Surrey	internal length	50 ft	ft	15.240	212		measured	One side is occupied by the hall, 50 feet long, 25 wide, and 31 high, and the offices.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Sutton Place, near Guildford, hall	near Guildford, Surrey	internal width	25 ft	ft	7.620	212		measured	One side is occupied by the hall, 50 feet long, 25 wide, and 31 high, and the offices.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Sutton Place, near Guildford, hall	near Guildford, Surrey	height (unqualified - probably to ridge, book does not say)	31 ft	ft	9.449	212		measured	One side is occupied by the hall, 50 feet long, 25 wide, and 31 high, and the offices.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Sutton Place, near Guildford, long gallery (south-east wing, first floor)	near Guildford, Surrey	internal length	141 ft	ft	42.977	212		measured	In the south-east wing is an Elizabethan gallery on the first floor, 141 feet long, 20 wide, and 14 high.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Sutton Place, near Guildford, long gallery (south-east wing, first floor)	near Guildford, Surrey	internal width	20 ft	ft	6.096	212		measured	In the south-east wing is an Elizabethan gallery on the first floor, 141 feet long, 20 wide, and 14 high.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Sutton Place, near Guildford, long gallery (south-east wing, first floor)	near Guildford, Surrey	height (unqualified - ceiled gallery, so effectively floor to ceiling)	14 ft	ft	4.267	212		measured	In the south-east wing is an Elizabethan gallery on the first floor, 141 feet long, 20 wide, and 14 high.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Southampton Bar (gatehouse), room over the archway	Southampton, Hampshire	internal length x width (chamber over gate passage)	52 ft by 21 ft	ft	15.850	226	323	measured	The Bar is a gatehouse of the fifteenth cen- tury, with a good-sized room over the archway, 52 feet long by 21 wide, long used as the Town Hall.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Winchester Deanery (Prior's Hall), roof	Winchester, Hampshire	corbel height below wall-plate (springing of the roof arch)	about 2 ft below the wall-plate	ft	0.610	226		author-estimate	each pair of principals is supported by a wooden arch springing from corbels, about two feet below the wall- plate, these corbels are carved into heads
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Berwick St. Leonard's, barn	Berwick St. Leonard, Wiltshire	internal length x width, plus transept span	90 ft long by 25 wide, and 50 across the transept	ft	27.432	228	326 (OCR prints it as '32G')	measured	At Berwick St. Leonard's there is also a fine barn of the fifteenth century, 90 feet long by 25 wide, and 50 across the transept.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Place House, near Tisbury, barn	near Tisbury, Wiltshire	internal length	about 70 ft	ft	21.336	239	331	author-estimate	is a very fine barn of the fifteenth century, said to be the WILTSHIRE. 331 longest in England, (about seventy feet). It has good buttresses and a transept-gateway, with a lofty pointed arch
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Hutton Manor-house, hall	Hutton, Somerset	internal length x width	36 ft by 20 ft	ft	10.973	260	342	measured	Hutton Manor-house : the hall, 36 feet by 20, is of the fif- teenth century, with arched roof and panelled chimney-piece.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Compton Castle, wall of enceinte	Marldon, Devonshire	curtain / enceinte wall height	20 ft	ft	6.096	283	353	measured	The buildings originally surrounded a small quadrangle, and had a square tower at each corner, and were enclosed by a wall twenty feet high, the greater part of which remains.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Ford Abbey, hall	Devonshire	internal length x width	55 ft long by 28 wide	ft	16.764	285		measured	The hall is 55 feet long by 28 wide, and very fine; the cloisters are also very rich.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Hemyock Castle, one of the five surviving towers	Hemyock, Devonshire	tower height (surviving)	almost 20 ft	ft	6.096	285	355	author-estimate	five of the towers and the entrance-gate are visible, and one of them is almost twenty feet high.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Lidford (Lydford) Castle, keep-tower	Lydford, Devonshire	external plan (square)	about 48 ft square	ft	14.630	286		author-estimate	Lidfordj Castle is a large square keep-tower, about 48 feet square, with an outwork projecting to the edge of a steep pre- cipice.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Launceston Castle, outer wall of the chemin de ronde	Launceston, Cornwall	wall height	about 12 ft	ft	3.658	291		author-estimate	The outer wall of the chemin de ronde also remains, about twelve feet high, and has no windows in it.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Tintagel Castle, domestic building on the island	Tintagel, Cornwall	wall thickness (as surviving)	not more than 2 ft 6 in	ft in	0.762	292	362	measured	There is a pointed arch to the door- way, and the walls are at present not more than 2 feet 6 inches thick.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Wenlock Abbey, Abbot's House, ground-floor room H	Much Wenlock, Shropshire	internal width	eleven feet	ft		300	368	measured	The next is a small room (H) measuring only eleven feet in width, and having two windows at the east end.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Wenlock Abbey, Abbot's House, outer walls and the cross wall north of room H	Much Wenlock, Shropshire	wall thickness (ground storey, outer walls and internal cross wall)	three feet	ft		300	368	measured	a door cut through the wall on the north side, which, like the outer walls, is three feet thick.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Wenlock Abbey, Abbot's House, north space (rooms K and L)	Much Wenlock, Shropshire	internal length (north bay, floor to roof, one apartment)	thirty-three feet	ft		300	368	ocr-uncertain	the space (K and L) to the north end of the building, thirty-three feet, has from the floor to the roof been modernized, and converted into a dwelling-house.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Wenlock Abbey, Abbot's House, first-floor room G	Much Wenlock, Shropshire	internal width (upper storey, same as room below)	eleven feet	ft		303	369	measured	The room we come to next (G) has no door to the passage, but is entered on the north side ; it is the width of the room below, eleven feet, and has two windows
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Kidwelly Castle, great hall (inner court, east side)	Kidwelly, Caermarthenshire	internal length x width	sixty feet long by twenty-five wide	ft		317		ocr-uncertain	was the great hall, sixty feet long by twenty-five wide, one end of which joined to the south-east tower, which still bears the marks of the roof very distinctly
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Kidwelly Castle, south gatehouse, hall / state apartment over the gateway	Kidwelly, Caermarthenshire	internal length x width (chamber over gate passage)	forty feet long by seventeen wide	ft		318		ocr-uncertain	with its own kitchen and offices, and hall, or state apartment, forty feet long by seventeen wide, over the gateway, and a number of small apart- ments, each with its fire- place and garderobe.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	unnamed - general rule stated for Scotch castles and pele towers	Scotland	height of principal vaulted chamber (as surviving; originally floored into two storeys)	often as much as twenty feet	ft		321		ocr-uncertain	The principal chambers are usually vaulted in the same plain manner as the stable below, and are in their present state very lofty, often as much as twenty feet high, but it is evident, on a little examination, that space was too valuable to be thus wasted, and that each of these lofty chambers or halls was, in fact, divided by a floor into two stories, of which the corbels re- main
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Linlithgow Palace, chapel	Linlithgow, Scotland	window sill height above floor / ground	about ten feet	ft		331	395	author-estimate	The sills of the windows SCOTLAND. 395 are about ten feet from the ground, and the windows themselves are about twenty feet high by two wide.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Linlithgow Palace, chapel	Linlithgow, Scotland	window opening height	about twenty feet	ft		331	395	ocr-uncertain	The sills of the windows SCOTLAND. 395 are about ten feet from the ground, and the windows themselves are about twenty feet high by two wide.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Linlithgow Palace, chapel	Linlithgow, Scotland	window opening width (single light)	about two feet	ft		331	395	author-estimate	The sills of the windows SCOTLAND. 395 are about ten feet from the ground, and the windows themselves are about twenty feet high by two wide.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Tulliallan Castle, near Alloa, main front block	near Alloa, Scotland	external length x width (parallelogram front)	about fifty feet long by twenty wide	ft		332		ocr-uncertain	The front is a parallelogram, about fifty feet long by twenty wide, and from the back of this project two wings, one about twenty feet, the other about thirty, leaving a recess between them into which some of the principal windows opened.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Tulliallan Castle, near Alloa, rear wings	near Alloa, Scotland	wing projection depth (two wings)	about twenty feet / about thirty feet	ft		332		ocr-uncertain	from the back of this project two wings, one about twenty feet, the other about thirty, leaving a recess between them into which some of the principal windows opened.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	unnamed - general rule stated for Irish tower-houses	Ireland	storey count and vault positions	commonly four or five stories high, with two vaults	stories		335		author-estimate	two vaults, one over the ground room, or store- room, and the other under the state-room, and near the top of the tower, which is commonly four or five stories high.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	St. Doulough's, near Dublin (house/church/castle combined)	near Dublin, Ireland	whole external length x width	only forty feet long by sixteen wide	ft		337		ocr-uncertain	The whole dimen- sions of this singular structure are only forty feet long by six- teen wide : it is of the fourteenth century.
