source_manifest	canonical_element	building	element_as_written	value	unit	value_m	source	evidence	quote
english_hall_dimensions_v1.tsv	internal_length	Peak Castle keep - main room	internal length x width	22 by 19 ft	ft	5.791	Gotch, The Growth of the English House	measured	while in the smallest, such as the Peak Castle, the space was 22 by 19 ft., equal to the drawing-room of an ordinary house of the present day.
english_hall_dimensions_v1.tsv	internal_length	Castle Hedingham keep - one large room on each floor	internal length x width (repeated on every floor, walls honeycombed with mural chambers)	38 by 31 ft	ft	9.449	Gotch, The Growth of the English House	measured	con- sisting of a large room (38 by 31 ft.) on each floor, enclosed by thick walls which are honeycombed with mural chambers and recesses.
english_hall_dimensions_v1.tsv	diameter	Castle Hedingham keep - circular staircase	stair well diameter	more than 1 1 ft. (=11 ft)	ft	0.305	Gotch, The Growth of the English House	ocr-uncertain	Access to these various floors was given by a commodious circular staircase more than 1 1 ft. in 2. Castle Hedingham, Essex. The Keep {cir. 1130). ... diameter.
english_hall_dimensions_v1.tsv	span	Castle Hedingham keep - hall and entrance floor	span of transverse arch carrying floor above	nearly 30 ft.	ft	9.144	Gotch, The Growth of the English House	measured	Across the middle of the entrance floor and of the hall is thrown a fine bold semicircular arch, of nearly 30 ft. span, to carry the floor of the room over
english_hall_dimensions_v1.tsv	opening_width	Peak Castle - courtyard main entrance	gate opening width	some 5 or 6 ft.	ft	1.829	Gotch, The Growth of the English House	author-estimate	The chief of these was adjacent to the dale, and from the remains of the arch stones would appear to have been some 5 or 6 ft. wide.
english_hall_dimensions_v1.tsv	opening_height	Peak Castle keep - entrance door	door threshold height above ground (approached by ladder)	some 6 or 8 ft.	ft	2.438	Gotch, The Growth of the English House	author-estimate	a door some 6 or 8 ft. from the ground, and doubtless approached by a wood ladder.
english_hall_dimensions_v1.tsv	diameter	Peak Castle keep - circular staircase	stair well diameter	about 5 ft.	ft	1.524	Gotch, The Growth of the English House	author-estimate	Near this door a circular staircase of about 5 ft. in diameter led up to the roof and down to the lower room
english_hall_dimensions_v1.tsv	internal_length	Peak Castle keep - upper room	internal length x width (upper room, with garde-robe and mural chamber in wall)	about 22 by 19 ft.	ft	5.791	Gotch, The Growth of the English House	author-estimate	The upper room, about 22 by 19 ft. in size, was also lighted by two small windows ; in one wall was a garde-robe (g) with a shoot corbelled out from the wall ; in another was a small mural chamber (m) occupying one corner of the building
english_hall_dimensions_v1.tsv	height	unnamed (typical medieval hall, screens passage)	height of screen / floor of minstrels' gallery above hall floor	some lo or 12 ft. (=10 or 12 ft)	ft	3.658	Gotch, The Growth of the English House	ocr-uncertain	The screen did not extend the full height of the hall, but stopped short some lo or 12 ft. high, and was connected to the end wall by a floor, which thus at once served as a ceiling to the entrance
english_hall_dimensions_v1.tsv	height	unnamed (typical medieval hall, dais at upper end)	dais platform height above floor	some 6 inches	in	0.152	Gotch, The Growth of the English House	author-estimate	There was at this end a raised platform some 6 inches high, called the dal's, and it was on the da'is that the high table was placed.
english_hall_dimensions_v1.tsv	internal_length	Oakham Castle great hall	internal length x width	65 ft. long by 43 ft. wide	ft	19.812	Gotch, The Growth of the English House	measured	It is of such a large size, 65 ft. long by 43 ft. wide, that it serves for the Law Courts of the county
english_hall_dimensions_v1.tsv	bay_spacing	Oakham Castle great hall - arcade	bay spacing / arcade arch span (four arches dividing hall into nave and aisles)	about 15 ft.	ft	4.572	Gotch, The Growth of the English House	author-estimate	The four arches of the arcades are semicircular and of about 15 ft. span ; they rest on massive round pillars
english_hall_dimensions_v1.tsv	internal_length	Stokesay Castle great hall	internal length x width	52 by 31 ft.	ft	9.449	Gotch, The Growth of the English House	measured	The chief apartment, as usual, is the hall, not so large as that at Oakham, but still of fair size, 52 by 31 ft.
english_hall_dimensions_v1.tsv	internal_length	Abingdon Abbey guest-house (rooms adjoining the Prior's Room)	internal length	30 ft. long	ft	9.144	Gotch, The Growth of the English House	measured	They, too, lighted rooms of some importance, 30 ft. long, warmed by a large fire, handsomely roofed, and deco- rated in places with elaborate ornament.
english_hall_dimensions_v1.tsv	height	Haddon Hall - licensed enclosure wall	perimeter wall height (unbattlemented)	12 ft. high	ft	3.658	Gotch, The Growth of the English House	measured	the licence granted to Richard de Vernon ^o fortify his house of Haddon with a wall 12 ft. high 48 THE GROWTH OF THE ENGLISH HOUSE.
english_hall_dimensions_v1.tsv	internal_length	Kenilworth Castle great hall (John of Gaunt, cir. 1392)	internal length x width (hall standing on a vaulted undercroft)	90 ft. long by 45 ft. wide	ft	27.432	Gotch, The Growth of the English House	measured	The great hall, 90 ft. long by 45 ft. wide, occupied nearly the whole of the west front. It stood on a vaulted undercroft
english_hall_dimensions_v1.tsv	height	Glastonbury Abbey kitchen	height of square walls to springing of octagon	some 20 ft.	ft	6.096	Gotch, The Growth of the English House	author-estimate	The octagon is carried up to a height of some 20 ft., and is then vaulted on eight stone ribs up to a ventilating shaft
english_hall_dimensions_v1.tsv	internal_height	Glastonbury Abbey kitchen	internal height, floor to bottom of ventilating shaft (full ridge/apex height)	41 ft.	ft	12.497	Gotch, The Growth of the English House	measured	om the floor to the bottom of the ventilating shaft is 41 ft. ; the kitchen itself
english_hall_dimensions_v1.tsv		Glastonbury Abbey kitchen	internal plan side (square)	33 ft. 10 in.	ft in	10.312	Gotch, The Growth of the English House	measured	is 33 ft. 10 in. square.
english_hall_dimensions_v1.tsv	internal_length	Stanton Harcourt kitchen	internal length x width	25 ft. 9 in. one way, by 25 ft. 6 in. the other	ft in	7.849	Gotch, The Growth of the English House	measured	It is nearly square on plan, being 25 ft. 9 in. one way, by 25 ft. 6 in. the other — considerably smaller, therefore, than the Glastonbury example
english_hall_dimensions_v1.tsv	internal_height	Stanton Harcourt kitchen	internal height to wall-plate (bottom of roof)	39 ft.	ft	11.887	Gotch, The Growth of the English House	measured	The height here is nearly as great as that at Glastonbury, being 39 ft. to the bottom of the roof.
english_hall_dimensions_v1.tsv	internal_length	South Wingfield Manor House great hall	internal length x width (hall standing on a vaulted undercroft)	71 ft. 7 in. long by 36 ft. 5 in. wide	ft in	21.819	Gotch, The Growth of the English House	measured	The hall stands on a vaulted undercroft, and must have been a fine room ; it measures 71 ft. 7 in. long by 36 ft. 5 in. wide
english_hall_dimensions_v1.tsv	internal_length	Haddon Hall great hall	internal length x width	43 ft. by 28 ft.	ft	13.106	Gotch, The Growth of the English House	measured	and is considerably larger than the hall at Haddon, which is 43 ft. by 28 ft.
english_hall_dimensions_v1.tsv	height	Tattershall Castle brick tower	height to top of turrets	some 120 ft.	ft	36.576	Gotch, The Growth of the English House	author-estimate	It rises sheer from the ground ... to a vast height — some 120 ft. to the top of the turrets, and more than 100 ft. to the battlements.
english_hall_dimensions_v1.tsv	height	Tattershall Castle brick tower	height to battlements (rampart walk level)	more than 100 ft.	ft	30.480	Gotch, The Growth of the English House	author-estimate	some 120 ft. to the top of the turrets, and more than 100 ft. to the battlements.
english_hall_dimensions_v1.tsv	storey_height	Tattershall Castle brick tower - large room on each storey	internal length x width (one such room per storey, four lofty storeys over a cellar)	about 38 ft. by 22 ft.	ft	11.582	Gotch, The Growth of the English House	author-estimate	floor consisted of one large room about 38 ft. by 22 ft., supplemented by small chambers in three of the turrets, and by one or two others in the walls, which are some 12 ft. thick.
english_hall_dimensions_v1.tsv	wall_thickness	Tattershall Castle brick tower	wall thickness (containing mural chambers and a long vaulted passage)	some 12 ft. thick	ft	3.658	Gotch, The Growth of the English House	author-estimate	supplemented by small chambers in three of the turrets, and by one or two others in the walls, which are some 12 ft. thick.
english_hall_dimensions_v1.tsv	diameter	Tattershall Castle brick tower - circular staircase	stair well diameter	10 ft.	ft	3.048	Gotch, The Growth of the English House	measured	access from floor to floor is obtained by a circular staircase, 10 ft. in diameter. The rooms are approached from the stairs through vaulted lobbies, and on the third floor through a long vaulted passage in the thickness of the wall.
english_hall_dimensions_v1.tsv	sill_height_above_floor	unnamed (typical great hall - GENERAL SILL RULE)	window sill height above floor (ordinary hall side windows; bay window is the exception, brought down to floor)	some 10 or 12 ft.	ft	3.658	Gotch, The Growth of the English House	author-estimate	Its lights were brought down low enough to afford an outlook, whereas the other windows of the hall were kept up some 10 or 12 ft. from the floor.
english_hall_dimensions_v1.tsv	bay_spacing	unnamed (typical great hall roof, 14th-15th c.)	bay spacing (roof principals spanning the hall side to side)	twelve feet or thereabouts	ft		Gotch, The Growth of the English House	author-estimate	which spanned the hall from side to side at intervals of twelve feet or thereabouts.
english_hall_dimensions_v1.tsv	length	Holdenby House (1580)	external front lengths (two fronts of the house block)	360 ft. and 224 ft.	ft	109.728	Gotch, The Growth of the English House	measured	Its fronts were 360 ft. and 224 ft. long, as against 320 ft. and 220 ft. at Blenheim, and 324 ft. and 210 ft. at Castle Howard.
english_hall_dimensions_v1.tsv		Audley End (1610)	external frontages	470 ft. and 280 ft.	ft	143.256	Gotch, The Growth of the English House	measured	Audley End (1610) covered even more ground than Holdenby, its frontages extend- ing to 470 ft. and 280 ft.
english_hall_dimensions_v1.tsv	storey_height	"unnamed (published design, Kent's ""Designs of Inigo Jones"")"	storey height, principal (first) storey rooms	18 Feet high	ft	5.486	Gotch, The Growth of the English House	measured	The Rooms of the Plan are 18 Feet high; those above ’em
english_hall_dimensions_v1.tsv	storey_height	"unnamed (published design, Kent's ""Designs of Inigo Jones"")"	storey height, rooms of the storey above	16 Feet high	ft	4.877	Gotch, The Growth of the English House	measured	are 16 Feet high, except the Middle Room which comes over the Arcade to the Front, and includes the Attic Story.
english_hall_dimensions_v1.tsv	storey_height	unnamed (published designs, 18th c. fashion)	"internal height of a single double-storey ""middle room"""	as much as 40 ft. high	ft	12.192	Gotch, The Growth of the English House	author-estimate	it became fashionable (at any rate in published plans) to have one large and lofty room, sometimes as much as 40 ft. high.
english_hall_dimensions_v1.tsv	opening_width	unnamed (published designs, 18th c. attic storey)	window opening width (attic windows set in the frieze of the entablature)	3 or 4 ft.	ft	1.219	Gotch, The Growth of the English House	author-estimate	the windows of the attic storey are in the frieze of the entablature : this would allow a width of 3 or 4 ft., by a height which could ... only be measured in inches
english_hall_dimensions_v1.tsv	internal_length	Bishop's Palace, Salisbury - drawing-room	internal length x width (room built over 12th-c. vaulting)	50 ft. by 25 ft.	ft	15.240	Gotch, The Growth of the English House	measured	This is the drawing-room, built over some of Bishop Poore’s twelfth-century vaulting. It is 50 ft. by 25 ft., a fine apartment
english_hall_dimensions_v1.tsv	depth	unnamed (18th-c. design manual worked example, centre block)	external front length and depth	65 ft. frontage; from 40 to 45 ft. depth	ft	19.812	Gotch, The Growth of the English House	author-estimate	The builder at once replies that a 65 ft. frontage will answer the purpose. ... Sixty-five feet being the correct length of the front, it follows that from 40 to 45 ft. must be the depth.
english_hall_dimensions_v1.tsv	depth	unnamed (18th-c. design manual worked example, detached wings)	wing front length and depth, and offset from centre block	35 ft. front, 48 ft. depth; set 28 ft. to right and left and 13 ft. forward	ft	10.668	Gotch, The Growth of the English House	author-estimate	The best measure in proportion to the 65 ft. is 35 : accordingly that is to be the length of the front of each wing. As to their depth, “ for a house of this bigness and design, 48 ft. will be a good measure.”
english_hall_dimensions_v1.tsv	height	unnamed (17th-18th c. panelled interiors)	dado moulding height above floor (panelling divided into low and lofty ranges)	about 3 ft.	ft	0.914	Gotch, The Growth of the English House	author-estimate	a range of panels near the floor, surmounted by a horizontal moulding which made the circuit of the room at the height of about 3 ft. from the floor
english_hall_dimensions_v1.tsv	internal_length	Oakham Castle great hall	internal length	65 ft	ft	19.812	Turner, Domestic Architecture in England vol 1	measured	It measures inside DOMESTIC ARCHITECTURE : TWELFTH CENTURY. HALL OF OAKHAM CASTLE. 6CALE OF FEET. GROUND PLAN / OAKHAM CASTLE. 29 65 ft. by 43 ft., and is divided by two rows of pillars and arches, thus cutting off two aisles which are lean-tos.
english_hall_dimensions_v1.tsv	internal_width	Oakham Castle great hall	internal width	43 ft	ft	13.106	Turner, Domestic Architecture in England vol 1	measured	It measures inside DOMESTIC ARCHITECTURE : TWELFTH CENTURY. HALL OF OAKHAM CASTLE. 6CALE OF FEET. GROUND PLAN / OAKHAM CASTLE. 29 65 ft. by 43 ft., and is divided by two rows of pillars and arches, thus cutting off two aisles which are lean-tos.
english_hall_dimensions_v1.tsv	external_length	Priory of St Martin, refectory (now a barn)	external length	107 feet	ft	32.614	Turner, Domestic Architecture in England vol 1	measured	It measures exter- nally 107 feet by 34 feet, and the walls are 3 feet 6 inches in thickness.
english_hall_dimensions_v1.tsv	external_width	Priory of St Martin, refectory (now a barn)	external width	34 feet	ft	10.363	Turner, Domestic Architecture in England vol 1	measured	It measures exter- nally 107 feet by 34 feet, and the walls are 3 feet 6 inches in thickness.
english_hall_dimensions_v1.tsv	wall_thickness	Priory of St Martin, refectory (now a barn)	wall thickness	3 feet 6 inches	ft in	1.067	Turner, Domestic Architecture in England vol 1	measured	It measures exter- nally 107 feet by 34 feet, and the walls are 3 feet 6 inches in thickness.
english_hall_dimensions_v1.tsv	internal_length	Priory of St Martin, refectory (now a barn)	internal length	100 feet	ft	30.480	Turner, Domestic Architecture in England vol 1	measured	The interior measures 100 feet by 27 feet, and the walls to the springing of the roof are 26 feet high, and are plastered.
english_hall_dimensions_v1.tsv	internal_width	Priory of St Martin, refectory (now a barn)	internal width	27 feet	ft	8.230	Turner, Domestic Architecture in England vol 1	measured	The interior measures 100 feet by 27 feet, and the walls to the springing of the roof are 26 feet high, and are plastered.
english_hall_dimensions_v1.tsv	internal_height	Priory of St Martin, refectory (now a barn)	height to wall-plate (springing of roof)	26 feet	ft	7.925	Turner, Domestic Architecture in England vol 1	measured	The interior measures 100 feet by 27 feet, and the walls to the springing of the roof are 26 feet high, and are plastered.
english_hall_dimensions_v1.tsv	height	Priory of St Martin, refectory (now a barn)	height of blank lower wall below any opening	12 feet 6 inches	ft in	3.810	Turner, Domestic Architecture in England vol 1	measured	The lower part of the wall to the height of 12 feet 6 inches is entirely blank, and appears never to have had any opening through it, except the doorway at the south- west angle, already mentioned
english_hall_dimensions_v1.tsv	internal_length	Hostelry of the Priors of Lewes, porch	internal length	19 ft	ft	5.791	Turner, Domestic Architecture in England vol 1	measured	The porch extended 19 ft., and appeared to have been longer; its width was 11 ft. 9 in.
english_hall_dimensions_v1.tsv	internal_width	Hostelry of the Priors of Lewes, porch	internal width	11 ft. 9 in.	ft in	3.581	Turner, Domestic Architecture in England vol 1	measured	The porch extended 19 ft., and appeared to have been longer; its width was 11 ft. 9 in.
english_hall_dimensions_v1.tsv	internal_length	Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	internal length	40 ft. 3 in.	ft in	12.268	Turner, Domestic Architecture in England vol 1	measured	The vaulted chamber formed a parallelogram of 40 ft. 3 in., by 16 ft. 6 in., and 14 ft. 3 in. high, the vaulted roof being supported by arches springing from six semi- circular pillars attached to the side walls
english_hall_dimensions_v1.tsv	internal_width	Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	internal width	16 ft. 6 in.	ft in	5.029	Turner, Domestic Architecture in England vol 1	measured	The vaulted chamber formed a parallelogram of 40 ft. 3 in., by 16 ft. 6 in., and 14 ft. 3 in. high, the vaulted roof being supported by arches springing from six semi- circular pillars attached to the side walls
english_hall_dimensions_v1.tsv	height	Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	undercroft height (to crown of vault)	14 ft. 3 in.	ft in	4.343	Turner, Domestic Architecture in England vol 1	measured	The vaulted chamber formed a parallelogram of 40 ft. 3 in., by 16 ft. 6 in., and 14 ft. 3 in. high, the vaulted roof being supported by arches springing from six semi- circular pillars attached to the side walls
english_hall_dimensions_v1.tsv	height	Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	height of vault springing above floor (pillar incl. cap and base)	5 ft. 10 in.	ft in	1.778	Turner, Domestic Architecture in England vol 1	measured	these pillars were 5 ft. 10 in. high, including the capitals and base.
english_hall_dimensions_v1.tsv	wall_thickness	Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	wall thickness	3 ft. 3 in.	ft in	0.991	Turner, Domestic Architecture in England vol 1	measured	The walls were 3 ft. 3 in. thick.
english_hall_dimensions_v1.tsv	thickness	Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	vault web thickness	9 in.	in	0.229	Turner, Domestic Architecture in England vol 1	measured	the vault was entirely chalk, 9 in. thick : the rest of the lower building rubble.
english_hall_dimensions_v1.tsv		Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	undercroft floor level below porch floor	nearly 3^ ft.	ft	0.914	Turner, Domestic Architecture in England vol 1	ocr-uncertain	there was a flight of steps to the chamber, the floor of which was nearly 3^ ft. lower
english_hall_dimensions_v1.tsv	external_length	Norman house (probably of Baldwin de Redvers), by the keep mound	external length	about seventy feet	ft		Turner, Domestic Architecture in England vol 1	author-estimate	It is about seventy feet long, and twenty-four broad, its walls, like those of the keep, being exceedingly thick.
english_hall_dimensions_v1.tsv	external_width	Norman house (probably of Baldwin de Redvers), by the keep mound	external width	twenty-four	ft		Turner, Domestic Architecture in England vol 1	ocr-uncertain	It is about seventy feet long, and twenty-four broad, its walls, like those of the keep, being exceedingly thick.
english_hall_dimensions_v1.tsv	wall_thickness	London citizens' houses, statutory party wall (Assize of Buildings)	wall thickness	three feet	ft		Turner, Domestic Architecture in England vol 1	measured	and so they shall construct, at their joint cost, a stone wall, three feet thick and sixteen feet in height.
english_hall_dimensions_v1.tsv	storey_height	London citizens' houses, statutory party wall (Assize of Buildings)	party wall height (stone storey, timber above)	sixteen feet	ft		Turner, Domestic Architecture in England vol 1	measured	and so they shall construct, at their joint cost, a stone wall, three feet thick and sixteen feet in height.
english_hall_dimensions_v1.tsv	depth	London citizens' houses, statutory party wall (Assize of Buildings)	mural recess (arch) depth, each side of party wall	one foot	ft		Turner, Domestic Architecture in England vol 1	measured	let the arches be made on each side of the depth of one foot only, so that the wall between the arches may be one foot thick.
english_hall_dimensions_v1.tsv	internal_length	King's house for Edward I, upper chamber (camera ad estagiam)	internal length	seventy-two feet	ft		Turner, Domestic Architecture in England vol 1	measured	This building consisted of an upper chamber {camera ad estagiam) seventy-two feet long and twenty- eight feet wide, with two chimneys, a small chapel and two wardrobes, of masonry
english_hall_dimensions_v1.tsv	internal_width	King's house for Edward I, upper chamber (camera ad estagiam)	internal width	twenty- eight feet	ft		Turner, Domestic Architecture in England vol 1	ocr-uncertain	This building consisted of an upper chamber {camera ad estagiam) seventy-two feet long and twenty- eight feet wide, with two chimneys, a small chapel and two wardrobes, of masonry
english_hall_dimensions_v1.tsv	height	"Licence to crenellate ""Mockes"", enclosing wall"	enclosure wall height below the crenellation	ten feet	ft		Turner, Domestic Architecture in England vol 1	measured	with a wall of stone and lime, without tower or turret, so that the wall under the crenellation should be ten feet high.
english_hall_dimensions_v1.tsv	internal_length	Charney-Basset (the Monk's House), hall	internal length	about 36 feet	ft	10.973	Turner, Domestic Architecture in England vol 1	author-estimate	the foun- dations and part of the back wall appear to be original ; it was about 36 feet by 17.
english_hall_dimensions_v1.tsv	internal_width	Charney-Basset (the Monk's House), hall	internal width	17	ft	5.182	Turner, Domestic Architecture in England vol 1	author-estimate	the foun- dations and part of the back wall appear to be original ; it was about 36 feet by 17.
english_hall_dimensions_v1.tsv	internal_length	Charney-Basset (the Monk's House), chapel / private oratory over south wing	internal length	12 ft. 5 in.	ft in	3.785	Turner, Domestic Architecture in England vol 1	measured	and is itself so small (12 ft. 5 in. by 9 ft. 10 in.) that it appears to have been merely a private oratory
english_hall_dimensions_v1.tsv	internal_width	Charney-Basset (the Monk's House), chapel / private oratory over south wing	internal width	9 ft. 10 in.	ft in	2.997	Turner, Domestic Architecture in England vol 1	measured	and is itself so small (12 ft. 5 in. by 9 ft. 10 in.) that it appears to have been merely a private oratory
english_hall_dimensions_v1.tsv	internal_length	Charney-Basset (the Monk's House), south wing ground-floor room under the solar	internal length	30 feet	ft	9.144	Turner, Domestic Architecture in England vol 1	measured	the larger room is 30 feet by 16, and has an original fire-place in it
english_hall_dimensions_v1.tsv	internal_width	Charney-Basset (the Monk's House), south wing ground-floor room under the solar	internal width	16	ft	4.877	Turner, Domestic Architecture in England vol 1	measured	the larger room is 30 feet by 16, and has an original fire-place in it
english_hall_dimensions_v1.tsv	width	Stoke-Say (Stokesay) castle, moat	moat width	about 22 feet	ft	6.706	Turner, Domestic Architecture in England vol 1	author-estimate	The buildings and court-yard are surrounded with a moat about 22 feet wide, and which comes up close to the walls of the house
english_hall_dimensions_v1.tsv	internal_length	Stoke-Say (Stokesay) castle, great hall	internal length	51 ft	ft	15.545	Turner, Domestic Architecture in England vol 1	measured	occupied in its whole height and width by the hall, which is in the interior 51 ft. by 31.
english_hall_dimensions_v1.tsv	internal_width	Stoke-Say (Stokesay) castle, great hall	internal width	31	ft	9.449	Turner, Domestic Architecture in England vol 1	measured	occupied in its whole height and width by the hall, which is in the interior 51 ft. by 31.
english_hall_dimensions_v1.tsv	external_width	Stoke-Say (Stokesay) castle, tower projecting from north wing into the moat	external width	14 feet	ft	4.267	Turner, Domestic Architecture in England vol 1	measured	a tower pro- jecting from it into the moat, having very thick walls, and measuring 14 feet on the outside, and not quite 7 within.
english_hall_dimensions_v1.tsv	internal_width	Stoke-Say (Stokesay) castle, tower projecting from north wing into the moat	internal width	not quite 7	ft	2.134	Turner, Domestic Architecture in England vol 1	author-estimate	a tower pro- jecting from it into the moat, having very thick walls, and measuring 14 feet on the outside, and not quite 7 within.
english_hall_dimensions_v1.tsv	wall_thickness	Cottesford manor-house	wall thickness	two feet six inches	ft in		Turner, Domestic Architecture in England vol 1	measured	the general thickness of the walls is two feet six inches.
english_hall_dimensions_v1.tsv	internal_width	Cottesford manor-house, first-floor closet in north-west projection	internal width (square on plan)	about six feet	ft		Turner, Domestic Architecture in England vol 1	author-estimate	The first floor presents nothing remarkable but a small closet about six feet square in the north-west projection
english_hall_dimensions_v1.tsv	internal_length	Crowhurst manor-house (two-storey block, vaulted below)	internal length	40 ft	ft	12.192	Turner, Domestic Architecture in England vol 1	measured	They consist of portions of a building running east and west, and measuring internally 40 ft. by 23, and of a porch attached to the south-east angle.
english_hall_dimensions_v1.tsv	internal_width	Crowhurst manor-house (two-storey block, vaulted below)	internal width	23	ft	7.010	Turner, Domestic Architecture in England vol 1	measured	They consist of portions of a building running east and west, and measuring internally 40 ft. by 23, and of a porch attached to the south-east angle.
english_hall_dimensions_v1.tsv	external_length	Bishop's Palace, earlier block (long room or gallery over groin-vaulted ground floor)	external length	about 80 ft	ft	24.384	Turner, Domestic Architecture in England vol 1	author-estimate	The earlier portion is a building about 80 ft. by 40.
english_hall_dimensions_v1.tsv	external_width	Bishop's Palace, earlier block (long room or gallery over groin-vaulted ground floor)	external width	40	ft	12.192	Turner, Domestic Architecture in England vol 1	author-estimate	The earlier portion is a building about 80 ft. by 40.
english_hall_dimensions_v1.tsv	internal_length	Bishop's Palace, great hall (ruined, octagonal turret at each angle)	internal length	120 ft	ft	36.576	Turner, Domestic Architecture in England vol 1	measured	It was a magnificent room, 120 ft. by 70, with windows in the side.
english_hall_dimensions_v1.tsv	internal_width	Bishop's Palace, great hall (ruined, octagonal turret at each angle)	internal width	70	ft	21.336	Turner, Domestic Architecture in England vol 1	measured	It was a magnificent room, 120 ft. by 70, with windows in the side.
english_hall_dimensions_v1.tsv	external_length	Acton Burnell, bishop's house (parallelogram with corner towers)	external length	about ninety-five feet	ft		Turner, Domestic Architecture in England vol 1	author-estimate	The general form of the house at Acton Burnell is a parallelogram measuring about ninety-five feet by sixty, and having a small square tower at each angle.
english_hall_dimensions_v1.tsv	external_width	Acton Burnell, bishop's house (parallelogram with corner towers)	external width	sixty	ft		Turner, Domestic Architecture in England vol 1	author-estimate	The general form of the house at Acton Burnell is a parallelogram measuring about ninety-five feet by sixty, and having a small square tower at each angle.
english_hall_dimensions_v1.tsv	internal_length	Acton Burnell, hall	internal length	50 ft	ft	15.240	Turner, Domestic Architecture in England vol 1	measured	A. Hall, 50 ft by 24
english_hall_dimensions_v1.tsv	internal_width	Acton Burnell, hall	internal width	24	ft	7.315	Turner, Domestic Architecture in England vol 1	measured	A. Hall, 50 ft by 24
english_hall_dimensions_v1.tsv	internal_length	Old Soar manor-house, principal room (solar over vaulted undercroft)	internal length	25 ft	ft	7.620	Turner, Domestic Architecture in England vol 1	measured	The principal room is 25 ft. by 20; it has a fire-place in the north wall
english_hall_dimensions_v1.tsv	internal_width	Old Soar manor-house, principal room (solar over vaulted undercroft)	internal width	20	ft	6.096	Turner, Domestic Architecture in England vol 1	measured	The principal room is 25 ft. by 20; it has a fire-place in the north wall
english_hall_dimensions_v1.tsv	external_height	Old Soar manor-house, shaft beside the entrance doorway	corbel height above ground	about 5 ft	ft	1.524	Turner, Domestic Architecture in England vol 1	author-estimate	By its side is a short shaft, resting on a corbel about 5 ft. from the ground, with a foliated capital supporting a block of stone
english_hall_dimensions_v1.tsv	height	The Priory (present Deanery, formerly the prior's house), hall roof	roof-arch corbel height below wall-plate	about two feet	ft		Turner, Domestic Architecture in England vol 1	author-estimate	is supported by a wooden arch spring- ing from corbels, about two feet below the wall-plate, these corbels are carved into heads
english_hall_dimensions_v1.tsv	opening_width	Clarendon palace, windows under the queen's new wardrobe (writ of Henry III)	window opening width	one foot	ft		Turner, Domestic Architecture in England vol 1	measured	to make under the new wardrobe of the queen at Clarendon, four windows, each to be of the width of one foot, and to cause them to be well barred with iron ; taking care that those windows be so high, that no one standing on the areaf can see through them.
english_hall_dimensions_v1.tsv	internal_width	Clarendon palace, great square kitchen (writ of Henry III)	internal width and length (square, within the walls)	forty feet	ft		Turner, Domestic Architecture in England vol 1	ocr-uncertain	And nigh the king's kitchen he is to make another great, and square, kitchen, which is to be every way within the walls forty feet
english_hall_dimensions_v1.tsv	height	Windsor Castle, wall from the king's hall door to the galilee of the new chapel (writ of Henry III)	courtyard wall height	ten feet	ft		Turner, Domestic Architecture in England vol 1	measured	Godfrey de Lyston is ordered to build a certain stone wall ten feet high from the door of the king's hall at Windsor to the galileed of the new chapel, with a certain doorway, not too large, opposite the wardrobe
english_hall_dimensions_v1.tsv	internal_length	Windsor Castle, king's chamber against the castle wall (writ of Henry III)	internal length	sixty feet	ft		Turner, Domestic Architecture in England vol 1	measured	to make in our castle of Windsor a certain chamber for our use nigh the wall of the same castle of the length of sixty feet, and of the width of twenty-eight feet
english_hall_dimensions_v1.tsv	internal_width	Windsor Castle, king's chamber against the castle wall (writ of Henry III)	internal width	twenty-eight feet	ft		Turner, Domestic Architecture in England vol 1	ocr-uncertain	to make in our castle of Windsor a certain chamber for our use nigh the wall of the same castle of the length of sixty feet, and of the width of twenty-eight feet
english_hall_dimensions_v1.tsv	internal_length	Ludgershall, new hall replacing the old hall (writ of Henry III)	internal length	sixty feet	ft		Turner, Domestic Architecture in England vol 1	measured	a new hall in place of the old hall, which is to be sixty feet long and forty feet wide, with four upright b windows
english_hall_dimensions_v1.tsv	internal_width	Ludgershall, new hall replacing the old hall (writ of Henry III)	internal width	forty feet	ft		Turner, Domestic Architecture in England vol 1	ocr-uncertain	a new hall in place of the old hall, which is to be sixty feet long and forty feet wide, with four upright b windows
english_hall_dimensions_v1.tsv	internal_length	Dublin Castle, hall ordered after the pattern of Canterbury (writ of Henry III)	internal length	one hundred and twenty- feet	ft		Turner, Domestic Architecture in England vol 1	ocr-uncertain	to cause to be built in Dublin castle a hall containing one hundred and twenty- feet in length and eighty feet in width, with sufficient windows and glass casements, after the fashion of the hall at Canterbury
english_hall_dimensions_v1.tsv	internal_width	Dublin Castle, hall ordered after the pattern of Canterbury (writ of Henry III)	internal width	eighty feet	ft		Turner, Domestic Architecture in England vol 1	measured	to cause to be built in Dublin castle a hall containing one hundred and twenty- feet in length and eighty feet in width, with sufficient windows and glass casements, after the fashion of the hall at Canterbury
